"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","32008","User searches for a location","","2026-02-14","passed","2026-02-14","","Airbnb Search Feature","User searches for a location",""
